id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
3828,e,,f,y,g,t,f,c,p,,,b,s,w,p,w,t,p,n,d,
3829,p,,x,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
3830,e,,f,y,g,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
3831,p,,x,s,w,f,f,w,n,,,b,s,w,p,w,t,p,k,d,
3832,e,,f,f,e,t,f,c,n,,,b,s,p,p,w,t,p,k,d,
3833,p,,x,s,w,f,f,c,n,,,b,s,w,p,w,t,p,k,d,
3834,p,,x,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
3835,p,,x,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
3836,e,,f,y,g,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
3837,e,,f,y,g,t,f,c,p,,,b,s,w,p,w,t,p,n,d,
3838,e,,f,y,e,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
3839,e,,f,y,e,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
3840,p,,x,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
3841,e,,f,f,e,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
3842,e,,f,f,e,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
3843,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
3844,e,,f,f,e,t,f,c,u,,,b,s,w,p,w,t,p,k,d,
3845,p,,x,f,g,f,f,w,p,,,b,s,w,p,w,t,p,n,d,
3846,e,,f,y,g,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
3847,e,,f,y,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
3848,e,,f,y,e,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
3849,e,,f,y,g,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
3850,e,,x,f,e,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
3851,e,,f,y,g,t,f,c,u,,,b,s,p,p,w,t,p,k,d,
3852,p,,x,s,p,f,f,c,p,,,b,s,w,p,w,t,p,k,d,
3853,e,,f,y,n,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
3854,p,,x,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
3855,e,,f,y,e,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
3856,e,,f,y,g,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
3857,e,,f,f,e,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
3858,p,,x,s,w,f,f,w,u,,,b,s,w,p,w,t,p,n,d,
3859,p,,x,f,w,f,f,w,n,,,b,s,w,p,w,t,p,n,d,
3860,e,,x,y,n,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
3861,e,,f,f,e,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
3862,e,,f,y,e,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
3863,e,,x,y,g,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
3864,p,,x,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
3865,p,,x,f,w,f,f,w,n,,,b,s,w,p,w,t,p,k,d,
3866,e,,f,y,n,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
3867,e,,f,f,e,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
3868,p,,x,f,w,f,f,w,u,,,b,s,w,p,w,t,p,k,d,
3869,p,,x,s,g,f,f,w,p,,,b,s,w,p,w,t,p,k,d,
3870,e,,x,y,e,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
3871,p,,x,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
3872,p,,x,f,g,f,f,c,p,,,b,s,w,p,w,t,p,n,d,
3873,p,,x,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
3874,p,,x,s,g,f,f,c,n,,,b,s,w,p,w,t,p,n,d,
3875,e,,x,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
3876,p,,x,f,p,f,f,c,u,,,b,s,w,p,w,t,p,k,d,
3877,e,,f,f,e,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
3878,p,,x,s,p,f,f,c,n,,,b,s,w,p,w,t,p,k,d,
3879,p,,x,f,g,f,f,w,p,,,b,s,w,p,w,t,p,k,d,
3880,e,,f,y,e,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
3881,p,,x,f,g,f,f,c,n,,,b,s,w,p,w,t,p,k,d,
3882,p,,x,s,g,f,f,w,n,,,b,s,w,p,w,t,p,k,d,
3883,e,,f,y,g,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
3884,e,,f,y,n,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
3885,p,,x,f,g,f,f,w,g,,,b,s,w,p,w,t,p,n,d,
3886,e,,f,f,e,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
3887,p,,x,s,w,f,f,c,n,,,b,s,w,p,w,t,p,n,d,
3888,e,,f,y,n,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
3889,p,,x,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
3890,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
3891,e,,f,y,g,t,f,c,n,,,b,s,p,p,w,t,p,k,d,
3892,p,,x,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
3893,e,,f,y,g,t,f,c,p,,,b,s,g,p,w,t,p,n,d,
3894,p,,x,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
3895,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
3896,e,,f,f,e,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
3897,e,,f,f,g,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
3898,p,,x,f,w,f,f,c,p,,,b,s,w,p,w,t,p,n,d,
3899,e,,f,f,g,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
3900,p,,x,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
3901,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
3902,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
3903,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
3904,p,,x,f,w,f,f,w,g,,,b,s,w,p,w,t,p,n,d,
3905,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
3906,p,,x,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
3907,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
3908,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
3909,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
3910,e,,f,y,g,t,f,c,n,,,b,s,w,p,w,t,p,k,d,
3911,p,,x,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
3912,p,,f,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
3913,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
3914,e,,x,f,g,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
3915,e,,f,y,n,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
3916,e,,f,y,e,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
3917,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
3918,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
3919,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
3920,e,,f,y,e,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
3921,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
3922,e,,f,f,e,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
3923,e,,f,f,g,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
3924,e,,f,f,g,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
3925,p,,x,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
3926,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
3927,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
3928,e,,f,y,e,t,f,c,p,,,b,s,g,p,w,t,p,n,d,
3929,p,,x,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
3930,p,,f,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
3931,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
3932,p,,f,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
3933,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
3934,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
3935,p,,x,s,p,f,f,c,g,,,b,s,w,p,w,t,p,n,d,
3936,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
3937,e,,f,f,e,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
3938,e,,f,y,e,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
3939,p,,x,f,p,f,f,c,n,,,b,s,w,p,w,t,p,n,d,
3940,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
3941,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
3942,e,,x,y,g,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
3943,e,,f,f,e,t,f,c,p,,,b,s,w,p,w,t,p,n,d,
3944,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
3945,e,,f,y,g,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
3946,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
3947,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
3948,e,,f,f,e,t,f,c,p,,,b,s,g,p,w,t,p,n,d,
3949,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
3950,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
3951,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
3952,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
3953,p,,x,s,p,f,f,w,n,,,b,s,w,p,w,t,p,n,d,
3954,p,,x,f,g,f,f,c,g,,,b,s,w,p,w,t,p,k,d,
3955,p,,x,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
3956,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
3957,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
3958,e,,f,y,g,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
3959,p,,x,s,g,t,f,c,w,,,b,f,w,p,w,t,p,h,u,
3960,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
3961,e,,f,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
3962,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
3963,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
3964,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
3965,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
3966,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
3967,p,,f,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
3968,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
3969,p,,x,s,w,f,f,c,g,,,b,s,w,p,w,t,p,k,d,
3970,p,,x,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
3971,p,,x,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
3972,e,,f,y,n,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
3973,e,,f,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
3974,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
3975,p,,x,s,p,f,f,c,u,,,b,s,w,p,w,t,p,n,d,
3976,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
3977,p,,x,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
3978,p,,x,s,w,f,f,c,u,,,b,s,w,p,w,t,p,k,d,
3979,e,,f,f,e,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
3980,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
3981,p,,x,f,p,f,f,w,p,,,b,s,w,p,w,t,p,k,d,
3982,p,,f,s,w,t,f,c,p,,,b,f,w,p,w,t,p,h,g,
3983,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
3984,e,,x,y,b,t,f,c,e,,,b,s,e,p,w,t,e,w,w,
3985,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
3986,p,,x,f,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
3987,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
3988,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
3989,e,,f,f,g,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
3990,p,,x,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
3991,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
3992,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
3993,p,,x,f,g,f,f,w,u,,,b,s,w,p,w,t,p,n,d,
3994,p,,x,f,g,f,f,c,u,,,b,s,w,p,w,t,p,n,d,
3995,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
3996,p,,x,s,g,t,f,c,h,,,b,s,w,p,w,t,p,h,g,
3997,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
3998,e,,f,y,g,t,f,c,n,,,b,s,p,p,w,t,p,k,d,
3999,p,,f,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4000,e,,f,f,e,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
4001,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4002,e,,f,y,n,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
4003,e,,f,f,e,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
4004,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4005,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4006,e,,f,f,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
4007,p,,f,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4008,e,,f,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
4009,e,,f,y,e,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
4010,e,,f,y,e,t,f,c,w,,,b,s,g,p,w,t,p,n,d,
4011,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4012,e,,x,f,e,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
4013,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4014,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4015,p,,f,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4016,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4017,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4018,e,,x,f,g,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
4019,e,,x,y,g,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
4020,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4021,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4022,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4023,p,,x,y,e,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
4024,p,,x,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4025,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4026,p,,x,s,g,f,f,w,u,,,b,s,w,p,w,t,p,n,d,
4027,p,,f,f,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4028,p,,f,s,b,t,f,c,p,,,b,s,w,p,w,t,p,h,g,
4029,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4030,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4031,p,,x,s,w,f,f,w,u,,,b,s,w,p,w,t,p,k,d,
4032,p,,x,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4033,e,,f,f,e,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
4034,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4035,p,,x,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4036,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4037,p,,f,f,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4038,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4039,e,,f,f,g,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
4040,p,,x,f,g,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4041,e,,f,y,n,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
4042,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4043,p,,f,f,g,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4044,p,,f,f,g,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4045,p,,x,s,w,f,f,w,u,,,b,s,w,p,w,t,p,k,d,
4046,p,,x,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4047,e,,f,y,n,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
4048,p,,x,f,w,f,f,c,u,,,b,s,w,p,w,t,p,k,d,
4049,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4050,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4051,p,,x,f,p,f,f,w,u,,,b,s,w,p,w,t,p,n,d,
4052,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4053,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4054,e,,f,y,e,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
4055,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4056,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4057,p,,x,f,g,f,f,c,g,,,b,s,w,p,w,t,p,n,d,
4058,p,,x,s,p,f,f,w,u,,,b,s,w,p,w,t,p,k,d,
4059,e,,x,f,e,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
4060,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4061,e,,f,f,n,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
4062,e,,f,y,e,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
4063,p,,f,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4064,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4065,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4066,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4067,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4068,e,,f,y,g,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
4069,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4070,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4071,p,,f,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4072,p,,f,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4073,e,,f,f,e,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
4074,e,,f,y,n,t,f,c,p,,,b,s,g,p,w,t,p,n,d,
4075,p,,x,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4076,e,,f,y,u,f,f,c,h,,,b,s,w,p,w,t,f,h,d,
4077,e,,f,y,n,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
4078,p,,f,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4079,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4080,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4081,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4082,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4083,p,,x,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4084,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4085,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4086,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4087,e,,x,f,g,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
4088,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4089,e,,f,y,e,t,f,c,p,,,b,s,g,p,w,t,p,n,d,
4090,p,,x,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4091,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4092,e,,f,y,n,t,f,c,n,,,b,s,w,p,w,t,p,n,d,
4093,e,,f,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
4094,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4095,e,,x,f,e,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
4096,e,,f,f,e,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
4097,p,,f,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4098,p,,x,f,w,f,f,c,u,,,b,s,w,p,w,t,p,k,d,
4099,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4100,p,,x,y,e,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
4101,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4102,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4103,e,,f,y,g,t,f,c,u,,,b,s,w,p,w,t,p,n,d,
4104,p,,x,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
4105,e,,f,y,e,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
4106,p,,b,s,b,t,f,c,g,,,b,s,w,p,w,t,p,r,m,
4107,e,,f,f,g,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
4108,p,,f,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4109,e,,f,y,g,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
4110,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4111,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4112,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4113,e,,f,f,e,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
4114,p,,x,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4115,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4116,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4117,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4118,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4119,p,,f,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4120,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4121,e,,f,y,e,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
4122,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4123,p,,f,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4124,e,,f,f,n,t,f,c,u,,,b,s,w,p,w,t,p,k,d,
4125,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4126,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4127,e,,f,y,n,t,f,c,p,,,b,s,p,p,w,t,p,k,d,
4128,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4129,e,,f,f,e,t,f,c,p,,,b,s,g,p,w,t,p,k,d,
4130,p,,x,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4131,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4132,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4133,p,,x,s,g,f,f,c,g,,,b,s,w,p,w,t,p,k,d,
4134,e,,f,f,g,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
4135,p,,f,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4136,p,,x,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4137,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4138,e,,f,y,n,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
4139,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4140,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4141,e,,f,y,e,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
4142,e,,f,y,e,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
4143,p,,f,s,g,t,f,c,p,,,b,f,w,p,w,t,p,h,u,
4144,p,,x,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4145,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4146,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4147,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4148,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4149,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4150,e,,f,y,e,t,f,c,w,,,b,s,w,p,w,t,p,n,d,
4151,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4152,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4153,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4154,e,,f,f,e,t,f,c,p,,,b,s,w,p,w,t,p,n,d,
4155,e,,f,y,e,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
4156,e,,f,y,e,t,f,c,n,,,b,s,p,p,w,t,p,n,d,
4157,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4158,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4159,e,,f,y,n,t,f,c,u,,,b,s,g,p,w,t,p,k,d,
4160,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4161,e,,f,f,g,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
4162,p,,x,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4163,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4164,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4165,e,,f,f,c,f,f,w,w,,,b,f,w,p,w,t,e,w,l,
